Roles,IsActive,StartDate,EndDate,Position__c,Rol__c,Errors
,true,,,Honorable Minister,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Honorable Minister,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Auditoría,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Auditoría,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Senior Manager,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Honorable Minister,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Manager,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente General,President / Prime Minister,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Auditoría,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socio de Calidad,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Honorable Minister,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socio,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Auditoría,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Auditoría,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Honorable Minister,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Honorable Minister,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Attorney General,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Cabinet Secretary,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Honorable Prime Minister,President / Prime Minister,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Honorable Minister,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Honorable Minister,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefa de Gabinete,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Subgerente Gestión de Personas - Gerencia Personas,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Vicepresidenta,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidenteb de Metro de Santiago,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe de Gabinete,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe Dirección Coordinación Institucional,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Education Project Officer PEU,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asesora Control de Gestión Gabinete,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefa Divisional Fondo Desarrollo de las Telecomuinicaciones,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnateur,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directeur Financier,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnatrice,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnateur,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Specialiste Financiere,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Comptable,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directeur Financier,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Comptable,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora General de Formación Permanente de Docentes,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Sub Directora General de Prevención y Rehabilitación Social,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Pilots and Grants Coordinator,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe De Gabinete,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe de Gabinete,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste en passation des marchés,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Chief Commercial Officer,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Tejedora / Coordinadora de proyecto,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefa de Gabinete,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefa de Gabinete,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Encargada Comunicaciones,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asistente,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Sr. Regional Manager,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Subdirector General de Tesorería,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Ingresos a.i.,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Governor,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director of Business Development,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de País,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador Credito Logística,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Técnico,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socio líder de Auditoría,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Senior de Auditoría,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socio de Auditoría,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Auditoría,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socia,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Auditoría,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,QA Partner,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Representante Legal,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe de Mantenimiento,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Responsable Financiero,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asistente de Subsecretario,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO & President,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Lead Instructor,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Dirtector,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de operaciones,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Co-Founder & CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director of online education,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Meeting Planner,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,"Associate Director - Education & Outreach, Institute for Information Security & Privacy / Meeting Planner",Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Executive Director,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Co- Founder,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Marketing Digital,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,City Manager,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Software Development and Education,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Associate Director,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Business Development,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Co- Founder,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Chief Sales Officer,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Rector,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Co-founder,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Co-founder / Expansion Director,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Educational Product,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Superviseur,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Senior Economist,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Assistante administrative,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Programa Multipropósito,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director General Ejecutivo,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora de la UGCK,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Agua Potable y Saneamiento Básico,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Demanda,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora de Cooperación Multilateral,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador del Programa,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Seguimiento Técnico Administrativo para la Coordinación General,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,IPDSA/MDRYT,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,COORDINADOR GENERAL UCP-PAAP,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Adquisiciones II,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora de Adquisiciones,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora Jurídica,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Agua y Saneamiento II PAAP II,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Desarrollo de Sistemas Informáticos,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,"Especialista en Planificación, Seguimiento y Control",Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Descom e Incentivos,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Agua Potable IV PAAP II,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador General a.i UCEP MI RIEGO,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Recursos Hídricos- MMAYA,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Técnico,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Financiero,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Técnico -,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe del Departamento de Inversion de Proyectos,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministra,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Proyectos Agua y Cuencas,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Decision Maker,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Decision Maker:Rol__c --
,true,,,Gerente Ejecutivo,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente Ejecutivo,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Desarrollo de Proyectos,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Administrativo Financiero,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Juridico,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Sub Gerente de Conservación Vial,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Ejecutivo,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Nacional Técnico,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Técnico Sectorial de Transportes y Servicio Postal,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Responsable de Servicios de Transporte,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Sub Gerente de Conservación Vial,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefa de Gabinete Subsecretario,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Ejecutivo a.i.,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Transportes,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador Unidad Técnica Aeroportuaria,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director General Ejecutivo,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director General de Transporte Aéreo,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Responsable de Políticas,Trade Professional,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Profesional Ambiental,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Responsable de Políticas,Trade Professional,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Seguridad Ciudadana,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asesor Legal Políticas,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Responsable de Seguridad Ciudadana,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director General,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Responsable Seguridad,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Enlace de Seguridad Ciudadana,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Ejecutivo,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe de Unidad de Proyectos e Inversión Pública,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Comercio Interno,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Alcalde Municipal,Head of Municipal Government,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Sistema Integrado La Paz BUS,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Producción a Gran Escala,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,"Division Chief, and Mission Chief for Chile",Diplomat,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Division Chief Resource and Information Management,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Senior Economist Fiscal Affairs Department,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
