PSR_Milestone_ID__c,Name,PSR_Description__c,PSR_Due_Day__c,PSR_Means_of_verification__c,PSR_Milestone_Code__c,PSR_Responsible__c,PSR_Type__c,PSR_Value__c,Due_Day_Help_On_New__c,Errors
RG-M1213ML5,2 baseline policy analyses completed for sustainable tourism-DEL training in GU,2 baseline policy analyses completed for sustainable tourism-DEL training in GU and PE,335,Baseline reports for GU and PE,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1213ML6,Improvements completed in GU and NI and CR,Improvements completed in GU and NI and CR,427,Photo Report on Physical Improvements,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1213ML7,PE product development plans completed,PE product development plans completed,548,Product Development Completion Report,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1213ML8,Improvements completed in 2 sites PE,Improvements completed in 2 sites PE,548,Photo Report on Physical Improvements,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1213ML9,Governance policy training tool for sustainable tourism prepared,Governance policy training tool for sustainable tourism prepared,731,Training content and presentation/material,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1214ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1215ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1215ML2,Public policies diagnostics in at least 3 countries and Inventario de informació,Public policies diagnostics in at least 3 countries and Inventario de información agroclimática de al menos 1 país,91,Studies and documents presented to MiCRO's Board. Approval by the Board. Reports from consultants,,Project Coordinator,Active,10,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1215ML3,Design of communication strategies per type of audience,Design of communication strategies per type of audience,365,Consultant's contracts. Partial reports. Definition of the different strategies of communication as approved by MiCRO's Board,,Project Coordinator,Active,20,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1215ML4,At least 2 memorandums of understanding with public and private actors in order,At least 2 memorandums of understanding with public and private actors in order to start the design and implementation and Operational and internal processes manuals,548,Copy of the MoUs,,Project Coordinator,Active,20,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1215ML5,"At least 5,000 vulnerable persons receiving financial education (or benefiting f","At least 5,000 vulnerable persons receiving financial education (or benefiting from MiCRO's knowledge transfer programs - financial education, DRR and CCA or technical assistance)",730,"Statistical reports, attendance reports, base line evolution, TOT's activities report.",,Project Coordinator,Active,10,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1215ML6,Design of a process to gather information for the design of the insurance produc,Design of a process to gather information for the design of the insurance products and its parameters and At least 2 knowledge products disseminated widely,920,"Consultant's contract.  and statistics from the website, copy of the knowledge products",,Project Coordinator,Active,20,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1216ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1217ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1218ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1219ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML2,Proceso de selección iniciado de la firma consultora para  el Componente I,Proceso de selección iniciado de la firma consultora para  el Componente I,183,Términos de referencia aprobados y/o convocatoria realizada,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML3,"Herramientas Genéricas listas para su implementación (Manual de Gobernanza, Diag","Herramientas Genéricas listas para su implementación (Manual de Gobernanza, Diagnóstico y Caja de Herramientas)",365,Informe de aceptación de herramientas por parte del OCE,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML4,Primer proceso de selección concluído de IMF y CAC beneficiarias del proyecto,Primer proceso de selección concluído de IMF y CAC beneficiarias del proyecto,548,Reporte de Proceso de Selección,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML5,Cuarta herramienta específica adaptada a un nuevo pais,Cuarta herramienta específica adaptada a un nuevo pais,913,Manual de Goberanza adaptado al pais cuatro y publicado,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML6,Ocho  instituciones que han mejorado su gobernanza,Ocho  instituciones que han mejorado su gobernanza,1096,Informes elaborados por los consultores de acompañamiento aprobados por el OCE que incluyan la aplicación de la Herramienta ex post,,Project Coordinator,Active,8,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML7,Diez instituciones que hayan llevado a cabo la evaluación ex ante,Diez instituciones que hayan llevado a cabo la evaluación ex ante,731,Documento de evaluación ex ante presentado al OCE por el consultor,,Project Coordinator,Active,10,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML8,Veinte instituciones acompañadas por el proyecto,Veinte instituciones acompañadas por el proyecto,1278,Convenios de Asistencia Técnica firmados,,Project Coordinator,Active,20,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1222ML9,48  instituciones acompañadas,48  instituciones acompañadas,1461,Convenios de Asistencia Técnica firmados,,Project Coordinator,Active,48,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1223ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1224ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1225ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1227ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1228ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1228ML2,Base de datos del Programa creada,Base de datos del Programa creada,284,Metodología de recopilación de datos,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1228ML3,"Metodología Elaboración y seguimiento del sistema de seguimiento, diseño metodol","Metodología Elaboración y seguimiento del sistema de seguimiento, diseño metodología de recopilación de datos, tutoriales para los gestores de las redes",315,Informe de metodología y turoriales para gestores,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1228ML4,Contenidos de los cursos de formación diseñados,Contenidos de los cursos de formación diseñados,330,Módulos,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1229ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML10,Number of participant MFIs that are actively implementing the SPM action plan,Number of participant MFIs that are actively implementing the SPM action plan,1278,Matrix + ECHOS tool,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML11,Number of participant MFIs that improved at least one level in the ECHOS tool as,Number of participant MFIs that improved at least one level in the ECHOS tool assessment,1278,ECHOS findings,,Project Coordinator,Active,4,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML12,Number of participant MFIs with social rating completed,Number of participant MFIs with social rating completed,1461,Documents of Social Rating,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML13,Number of clients benefitted of the new products rolled out,Number of clients benefitted of the new products rolled out,1278,Compiled information from reports from MFIs,,Project Coordinator,Active,2000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML2,Signature of 2 TA agreements,Signature of 2 TA agreements,365,Copy of agreements signed,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML3,Signature of 5 TA agreements (cumulative),Signature of 5 TA agreements (cumulative),731,Copy of signed agreements,,Project Coordinator,Active,5,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML4,Participant MFI actively implementing the SPM action plan,Participant MFI actively implementing the SPM action plan,731,SPM/CPP Action Plan progress report,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML5,Participant MFIs that adopted and /or adjusted risk management practices/departm,Participant MFIs that adopted and /or adjusted risk management practices/department,731,Risk toolkit + monitoring reports of the MFI,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML6,Three pilot testing of products launched,Three pilot testing of products launched,913,Pilot-testing plans of products approved,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML7,Signature of TA Agreements (cumulative),Signature of TA Agreements (cumulative),1096,Copies of agrements signed,,Project Coordinator,Active,9,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML8,Number of rural clients using the new financial products developed,Number of rural clients using the new financial products developed,1096,Fact Sheet + Monitoring report from MFIs,,Project Coordinator,Active,375,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1230ML9,Number of regional workshops with the RFP participant MFIs,Number of regional workshops with the RFP participant MFIs,1096,Memories of the workshops,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML10,Actividades de transferencia a dos organizaciones realizadas en un 50%.,Actividades de transferencia a dos organizaciones realizadas en un 50%.,1096,Registro de agencia ejecutora e informe de organizaciones beneficiarias.,,Project Coordinator,Active,50,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML2,Sistema de evaluación y monitoreo diseñado y línea de base construída.,Sistema de evaluación y monitoreo diseñado y línea de base construída.,183,"Informe con sistema de evaluación, monitoreo y línea de base.",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML3,Metodología regional para medición de competencias laborales blandas desarrollad,Metodología regional para medición de competencias laborales blandas desarrollada.,365,Metodología disponible.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML4,Plan de marketing diseñado.,Plan de marketing diseñado.,548,Plan de marketing disponible.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML5,Identificación de dos entidades para transferencia del modelo.,Identificación de dos entidades para transferencia del modelo.,731,Registro agencia ejecutora.,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML6,Sistema de articulación oferta/demanda para los servicios culturales conceptuali,Sistema de articulación oferta/demanda para los servicios culturales conceptualizado y consultoría de diseño contratada.,913,Terminos de referencia.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML7,60% de actividades del plan de marketing implementadas.,60% de actividades del plan de marketing implementadas.,913,Registro de agencia ejecutora.,,Project Coordinator,Active,60,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML8,"Un modelo funcional con herramientas probadas, sistematizado y difundido a travé","Un modelo funcional con herramientas probadas, sistematizado y difundido a través de las plataformas de aprendizaje del Cirque du Soleil, y compartido en ámbitos de generación de conocimiento en la región.",1096,"Informe de sistematización del modelo incluyendo herramientas, y presencia en plataformas de gestión del conocimiento.",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1231ML9,Sistema de articulación oferta/demanda para servicios culturales en funcionamien,Sistema de articulación oferta/demanda para servicios culturales en funcionamiento.,1096,Sistema/Plataforma disponible.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML10,600 visits to the  Microfranchising Resource Center,600 visits to the  Microfranchising Resource Center,900,Microfranchising Resource Center website stactictics,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML11,300   additional microfranchisees operating (new jobs created),300   additional microfranchisees operating (new jobs created),1080,Anchor companies' records,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML12,2000 visits to the  Microfranchising Resource Center,2000 visits to the  Microfranchising Resource Center,1080,Microfranchising Resource Center website stactictics,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML13,Two additional inclusive scalable distribution models implemented,Two additional inclusive scalable distribution models implemented,1260,Projects' Approval Documents,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML14,500   additional microfranchisees operating (new jobs created),500   additional microfranchisees operating (new jobs created),1260,Anchor companies' records,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML15,3500 visits to the  Microfranchising Resource Center,3500 visits to the  Microfranchising Resource Center,1260,Microfranchising Resource Center website stactictics,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML2,"Two approved projects to implement multi-stakeholder, scalable distribution mode","Two approved projects to implement multi-stakeholder, scalable distribution models based on microfranchising",365,Projects' Approval Documents,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML3,"Two additonal approved projects to implement multi-stakeholder, scalable distrib","Two additonal approved projects to implement multi-stakeholder, scalable distribution models based on microfranchising",548,Projects' Approval Documents,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML4,100 microfranchisees trained by anchor companies or NGO’s to create capacities t,100 microfranchisees trained by anchor companies or NGO’s to create capacities to better manage their microbusinesses,548,Anchor companies records of trained microentrepreneurs,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML5,Two Inclusive scalable distribution models in implementation,Two Inclusive scalable distribution models in implementation,730,Microfranchising distribution networks operational,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML6,200   microfranchisees operating (new jobs created),200   microfranchisees operating (new jobs created),730,Anchor companies' records,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML7,Microfranchising Resource Center implemented,Microfranchising Resource Center implemented,730,Microfranchinsing Resource Center website,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML8,Two additonal inclusive scalable distribution models implemented,Two additonal inclusive scalable distribution models implemented,900,Projects' Approval Documents,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1234ML9,200   additional microfranchisees operating (new jobs created),200   additional microfranchisees operating (new jobs created),900,Anchor companies' records,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1236ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML10,75 firms with links to strategic business partners,75 firms with links to strategic business partners,731,Contracts reflected in the platform,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML11,25 Number of Large Corporations that use B Analytics,25 Number of Large Corporations that use B Analytics,731,B-Analytics payment by Large Corporations,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML12,450 Firms adopting B Corp Certifications,450 Firms adopting B Corp Certifications,913,Salesforce data of certified B Corps,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML13,120 firms with links to strategic business partners,120 firms with links to strategic business partners,913,Contracts reflected in the platform,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML14,55 Number of Large Corporations that use B Analytics,55 Number of Large Corporations that use B Analytics,913,B-Analytics payment by Large Corporations,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML2,Define and implement value position: Global-Regional-National,Define and implement value position: Global-Regional-National,274,Document with the Value Proposition,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML3,Research and Design of B Market Place,Research and Design of B Market Place,274,Design validated by the MIF,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML4,Expansion Model designed and validated,Expansion Model designed and validated,274,"MOUs, partners, profiles",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML5,Validated Sistema B 10 Year Strategy and Business Model,Validated Sistema B 10 Year Strategy and Business Model,457,Document with the strategy,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML6,Definition of indicators and metrics of BIA,Definition of indicators and metrics of BIA,457,Document with indicators and metrics,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML7,BIA- Integration to Tech Platforms,BIA- Integration to Tech Platforms,639,Tech Platform with BIA integrated,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML8,Reframe B Analytics for Supply Chain,Reframe B Analytics for Supply Chain,639,B-Analytics reframed,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1237ML9,300 Firms adopting B Corp Certification,300 Firms adopting B Corp Certification,731,Salesforce data of certified B Corps,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML2,"PROJECT WIDE: purchase of basic equipment for bird guiding (e.g. binoculars, sco","PROJECT WIDE: purchase of basic equipment for bird guiding (e.g. binoculars, scopes, bird guidebooks, etc.)",150,Purchase agreement,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML3,PROJECT WIDE: Develop basic and advanced training curriculum (1basic and 1advanc,"PROJECT WIDE: Develop basic and advanced training curriculum (1basic and 1advanced per country, except basic training for Bahamas)",334,Training curricula and course material,,Project Coordinator,Active,7,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML4,GUATEMALA – Petén: Complete 1st round of national BASIC bird guide training and,GUATEMALA – Petén: Complete 1st round of national BASIC bird guide training and certification.,518,Training course attendance sheets and exams results,,Project Coordinator,Active,4,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML5,BAHAMAS: Carry out tourism business and marketing training for MSMEs (i.e. finan,"BAHAMAS: Carry out tourism business and marketing training for MSMEs (i.e. financial management, etc.).  Individuals trained.",700,Training course attendance sheets and exams results,,Project Coordinator,Active,175,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML6,BELIZE: Pilot national BASIC bird guide training and certification in at least 3,"BELIZE: Pilot national BASIC bird guide training and certification in at least 3 sites (Cockscomb, St. Herman’s, Crooked Tree)",700,Training course attendance sheets and exams results,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML7,PROJECT WIDE: # of students participating in the environmental education program,PROJECT WIDE: # of students participating in the environmental education programs related to birds: min = 2075,883,Class attendance sheets,,Project Coordinator,Active,2075,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML8,PARAGUAY: Complete national BASIC and ADVANCED bird guide training and certifica,PARAGUAY: Complete national BASIC and ADVANCED bird guide training and certification.,882,Training course attendance sheets and exams results,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1238ML9,PROJECT WIDE: 3 birding festivals organized and carried out,PROJECT WIDE: 3 birding festivals organized and carried out,974,Bird festival promotion material and advertising info,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1239ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1240ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1241ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1242ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1243ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1244ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1244ML2,Number of media mentions,Number of media mentions,1000,Media articles,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1244ML3,Market landscape analysis completed,Market landscape analysis completed,1000,Product,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1244ML4,Scoping studies produced and disseminated on at least 3 SIB topics for LAC,Scoping studies produced and disseminated on at least 3 SIB topics for LAC,1500,Product,,Project Coordinator,Active,3,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1246ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1246ML2,Bases de la Facilidad definidas,Bases de la Facilidad definidas,91,"Copia de un set de documentos conteniendo guías de la facilidad, criterios y procesos de selección de proyectos, formularios de postulación",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1246ML3,Capacidades y procesos instalados permiten analizar y recibir postulaciones,Capacidades y procesos instalados permiten analizar y recibir postulaciones,365,Planilla resumiendo nombre y postulantes de propuestas recibidas a la fecha,,Project Coordinator,Active,24,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1246ML4,Sistema de seguimiento de los proyectos instalado y reportando,Sistema de seguimiento de los proyectos instalado y reportando,548,"Copia de informe de seguimiento conteniendo información de  los Proyectos, beneficiarios e indicadores requeridos por MIL",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1246ML5,Guía metodológica sobre el diseño e implementación de proyectos de transferencia,Guía metodológica sobre el diseño e implementación de proyectos de transferencia de conocimiento sur-sur desarrollado,913,Guía publicada en la página web del FOMIN y de la Facilidad,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1247ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1248ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1249ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1249ML2,Contract stipulates payment of 20% of overall value to be paid upon contract sig,Contract stipulates payment of 20% of overall value to be paid upon contract signature.,1,Signed contract.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1249ML3,Remaining 80% of contract value to be paid upon completion of entire project.,Remaining 80% of contract value to be paid upon completion of entire project.,548,Approval of all deliverables.,,Project Coordinator,Active,100,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1250ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
